Time_ms,CH1_Biceps_mV,CH2_Triceps_mV,CH3_Flexor_mV,CH4_Extensor_mV,Gesture_Label,Syntiant_NDP120_Inference_Conf
185.00,-0.3113,0.4212,-0.5705,-0.0660,POWER_GRIP,0.942
185.50,-0.2161,0.4243,-0.5749,-0.0795,POWER_GRIP,0.942
186.00,-0.2301,0.3890,-0.5698,-0.0438,POWER_GRIP,0.942
186.50,-0.1195,0.4185,-0.5491,-0.0081,POWER_GRIP,0.942
187.00,-0.1754,0.4311,-0.5113,0.0232,POWER_GRIP,0.942
187.50,-0.1093,0.4172,-0.5543,0.0671,POWER_GRIP,0.942
188.00,-0.0045,0.4281,-0.5004,0.0991,POWER_GRIP,0.942
188.50,0.0258,0.4159,-0.4866,0.0999,POWER_GRIP,0.942
189.00,0.0783,0.4189,-0.4881,0.1389,POWER_GRIP,0.942
189.50,0.0622,0.4408,-0.5166,0.1654,POWER_GRIP,0.942
190.00,0.1358,0.4053,-0.4737,0.1983,POWER_GRIP,0.942
190.50,0.1846,0.3869,-0.4426,0.2131,POWER_GRIP,0.942
191.00,0.1991,0.3801,-0.4376,0.2537,POWER_GRIP,0.942
191.50,0.2727,0.4024,-0.4021,0.2597,POWER_GRIP,0.942
192.00,0.2976,0.4056,-0.3618,0.2832,POWER_GRIP,0.942
192.50,0.3154,0.3749,-0.2923,0.3095,POWER_GRIP,0.942
193.00,0.3702,0.3984,-0.2880,0.3070,POWER_GRIP,0.942
193.50,0.4315,0.3669,-0.2384,0.3428,POWER_GRIP,0.942
194.00,0.4755,0.3465,-0.1675,0.3444,POWER_GRIP,0.942
194.50,0.4559,0.3437,-0.1656,0.3354,POWER_GRIP,0.942
195.00,0.5389,0.3469,-0.1215,0.3882,POWER_GRIP,0.942
195.50,0.5804,0.3162,-0.0380,0.3917,POWER_GRIP,0.942
196.00,0.6024,0.2914,-0.0427,0.3566,POWER_GRIP,0.942
196.50,0.6259,0.2735,-0.0185,0.3979,POWER_GRIP,0.942
197.00,0.6412,0.2935,0.0962,0.3500,POWER_GRIP,0.942
197.50,0.6903,0.2837,0.1403,0.3601,POWER_GRIP,0.942
198.00,0.7019,0.2260,0.1763,0.3540,POWER_GRIP,0.942
198.50,0.7229,0.2510,0.1572,0.3726,POWER_GRIP,0.942
199.00,0.7729,0.2147,0.2188,0.3267,POWER_GRIP,0.942
199.50,0.8035,0.1750,0.2441,0.3417,POWER_GRIP,0.942
200.00,0.7685,0.1687,0.2834,0.3054,POWER_GRIP,0.942
200.50,0.7855,0.1464,0.3337,0.3180,POWER_GRIP,0.942
201.00,0.7839,0.1082,0.3528,0.2673,POWER_GRIP,0.942
201.50,0.8607,0.1321,0.3829,0.2679,POWER_GRIP,0.942
202.00,0.7815,0.0697,0.4346,0.2306,POWER_GRIP,0.942
202.50,0.8638,0.0973,0.4305,0.2343,POWER_GRIP,0.942
203.00,0.8155,0.0241,0.4574,0.1576,POWER_GRIP,0.942
203.50,0.8685,0.0123,0.5213,0.1814,POWER_GRIP,0.942
204.00,0.8338,-0.0155,0.4890,0.1193,POWER_GRIP,0.942
204.50,0.8593,-0.0109,0.5365,0.1162,POWER_GRIP,0.942
205.00,0.8152,-0.0440,0.5665,0.0434,POWER_GRIP,0.942
205.50,0.7958,-0.0843,0.5467,0.0188,POWER_GRIP,0.942
206.00,0.7946,-0.0860,0.5873,0.0036,POWER_GRIP,0.942
206.50,0.7926,-0.1191,0.5275,-0.0240,POWER_GRIP,0.942
207.00,0.8035,-0.1032,0.5377,-0.0309,POWER_GRIP,0.942
207.50,0.8530,-0.1271,0.5095,-0.0922,POWER_GRIP,0.942
208.00,0.7803,-0.1789,0.5071,-0.0954,POWER_GRIP,0.942
208.50,0.7631,-0.1569,0.4725,-0.1361,POWER_GRIP,0.942
209.00,0.7763,-0.1740,0.5118,-0.1775,POWER_GRIP,0.942
209.50,0.7807,-0.2148,0.4987,-0.1959,POWER_GRIP,0.942
210.00,0.6744,-0.2026,0.4646,-0.2425,POWER_GRIP,0.942
210.50,0.7355,-0.2440,0.4425,-0.2236,POWER_GRIP,0.942
211.00,0.7042,-0.2341,0.4303,-0.2757,POWER_GRIP,0.942
211.50,0.6143,-0.3000,0.3480,-0.2659,POWER_GRIP,0.942
212.00,0.5688,-0.3119,0.3350,-0.3330,POWER_GRIP,0.942
212.50,0.5667,-0.3272,0.2686,-0.3234,POWER_GRIP,0.942
213.00,0.5878,-0.3463,0.2270,-0.3232,POWER_GRIP,0.942
213.50,0.5203,-0.3165,0.1920,-0.3699,POWER_GRIP,0.942
214.00,0.4601,-0.3706,0.1842,-0.3456,POWER_GRIP,0.942
214.50,0.4716,-0.3744,0.1091,-0.3729,POWER_GRIP,0.942
215.00,0.4080,-0.3812,0.0568,-0.3839,POWER_GRIP,0.942
215.50,0.3193,-0.3997,0.0725,-0.3634,POWER_GRIP,0.942
216.00,0.3135,-0.4175,-0.0009,-0.3837,POWER_GRIP,0.942
216.50,0.2760,-0.3763,-0.0225,-0.3857,POWER_GRIP,0.942
217.00,0.2858,-0.4193,-0.1199,-0.3847,POWER_GRIP,0.942
217.50,0.1870,-0.3814,-0.1647,-0.3898,POWER_GRIP,0.942
218.00,0.1166,-0.4055,-0.1466,-0.3888,POWER_GRIP,0.942
218.50,0.1522,-0.4073,-0.1928,-0.3453,POWER_GRIP,0.942
219.00,0.0905,-0.4284,-0.2508,-0.3524,POWER_GRIP,0.942
219.50,0.0353,-0.4188,-0.2750,-0.3310,POWER_GRIP,0.942
220.00,0.0185,-0.4348,-0.2914,-0.3269,POWER_GRIP,0.942
220.50,-0.0644,-0.4419,-0.3921,-0.2978,POWER_GRIP,0.942
221.00,-0.0491,-0.4031,-0.3591,-0.2592,POWER_GRIP,0.942
221.50,-0.1715,-0.4043,-0.4481,-0.2201,POWER_GRIP,0.942
222.00,-0.1456,-0.4115,-0.4405,-0.1991,POWER_GRIP,0.942
222.50,-0.1844,-0.3913,-0.4546,-0.1899,POWER_GRIP,0.942
223.00,-0.2193,-0.4203,-0.4806,-0.1835,POWER_GRIP,0.942
223.50,-0.3152,-0.3727,-0.4944,-0.1297,POWER_GRIP,0.942
224.00,-0.3469,-0.4053,-0.5615,-0.1045,POWER_GRIP,0.942
224.50,-0.3628,-0.3618,-0.5742,-0.1077,POWER_GRIP,0.942
225.00,-0.4221,-0.3691,-0.5391,-0.0428,POWER_GRIP,0.942
225.50,-0.4820,-0.3528,-0.5666,-0.0307,POWER_GRIP,0.942
226.00,-0.5141,-0.3468,-0.5455,0.0317,POWER_GRIP,0.942
226.50,-0.5159,-0.3321,-0.5171,0.0307,POWER_GRIP,0.942
227.00,-0.5919,-0.3055,-0.5184,0.0880,POWER_GRIP,0.942
227.50,-0.6249,-0.3052,-0.5527,0.1000,POWER_GRIP,0.942
228.00,-0.6060,-0.2629,-0.5165,0.1075,POWER_GRIP,0.942
228.50,-0.6031,-0.2852,-0.5316,0.1306,POWER_GRIP,0.942
229.00,-0.7083,-0.2647,-0.5036,0.1744,POWER_GRIP,0.942
229.50,-0.6815,-0.2348,-0.4915,0.2397,POWER_GRIP,0.942
230.00,-0.6975,-0.2473,-0.4385,0.2451,POWER_GRIP,0.942
230.50,-0.7372,-0.1772,-0.4075,0.2449,POWER_GRIP,0.942
231.00,-0.8043,-0.1651,-0.3503,0.2666,POWER_GRIP,0.942
231.50,-0.7623,-0.1698,-0.3715,0.2941,POWER_GRIP,0.942
232.00,-0.8046,-0.1254,-0.3201,0.3390,POWER_GRIP,0.942
232.50,-0.8486,-0.1093,-0.2283,0.3240,POWER_GRIP,0.942
233.00,-0.8294,-0.0889,-0.2375,0.3203,POWER_GRIP,0.942
233.50,-0.8538,-0.0868,-0.1941,0.3391,POWER_GRIP,0.942
234.00,-0.7944,-0.0736,-0.1292,0.3822,POWER_GRIP,0.942
234.50,-0.8613,-0.0204,-0.1356,0.3897,POWER_GRIP,0.942
235.00,-0.8759,-0.0436,-0.0651,0.3997,POWER_GRIP,0.942
235.50,-0.8697,-0.0308,0.0007,0.3904,POWER_GRIP,0.942
236.00,-0.8464,0.0295,0.0341,0.3936,POWER_GRIP,0.942
236.50,-0.8239,0.0138,0.0547,0.3789,POWER_GRIP,0.942
237.00,-0.8430,0.0357,0.1534,0.3590,POWER_GRIP,0.942
237.50,-0.8507,0.0816,0.2014,0.3716,POWER_GRIP,0.942
238.00,-0.7793,0.1039,0.2322,0.3417,POWER_GRIP,0.942
238.50,-0.7848,0.1263,0.2437,0.3232,POWER_GRIP,0.942
239.00,-0.7527,0.1347,0.2663,0.3501,POWER_GRIP,0.942
239.50,-0.7903,0.1484,0.3265,0.2905,POWER_GRIP,0.942
240.00,-0.7896,0.1893,0.3260,0.2732,POWER_GRIP,0.942
240.50,-0.7014,0.1846,0.3592,0.2989,POWER_GRIP,0.942
241.00,-0.7255,0.1889,0.4308,0.2676,POWER_GRIP,0.942
241.50,-0.7385,0.2356,0.4680,0.2455,POWER_GRIP,0.942
242.00,-0.6698,0.2596,0.4516,0.1878,POWER_GRIP,0.942
242.50,-0.6691,0.2505,0.5116,0.1833,POWER_GRIP,0.942
243.00,-0.5925,0.2801,0.5424,0.1262,POWER_GRIP,0.942
243.50,-0.5591,0.2947,0.5078,0.0923,POWER_GRIP,0.942
244.00,-0.5205,0.2930,0.5638,0.0692,POWER_GRIP,0.942
244.50,-0.5665,0.3120,0.5471,0.0481,POWER_GRIP,0.942
245.00,-0.4960,0.3169,0.5544,0.0344,POWER_GRIP,0.942
245.50,-0.5117,0.3534,0.5173,-0.0048,POWER_GRIP,0.942
246.00,-0.4395,0.3593,0.5495,-0.0263,POWER_GRIP,0.942
246.50,-0.3702,0.3963,0.5412,-0.0412,POWER_GRIP,0.942
247.00,-0.3709,0.3621,0.5285,-0.1149,POWER_GRIP,0.942
247.50,-0.2821,0.4138,0.5345,-0.1317,POWER_GRIP,0.942
248.00,-0.2803,0.4054,0.5280,-0.1556,POWER_GRIP,0.942
248.50,-0.2543,0.4116,0.4821,-0.1800,POWER_GRIP,0.942
249.00,-0.1465,0.4285,0.4869,-0.1966,POWER_GRIP,0.942
249.50,-0.1603,0.4340,0.4148,-0.2506,POWER_GRIP,0.942
250.00,-0.1139,0.4377,0.4037,-0.2457,POWER_GRIP,0.942
250.50,-0.0412,0.4140,0.3398,-0.2680,POWER_GRIP,0.942
251.00,-0.0580,0.4070,0.3260,-0.2670,POWER_GRIP,0.942
251.50,0.0472,0.4433,0.2888,-0.3020,POWER_GRIP,0.942
252.00,0.0496,0.4442,0.2367,-0.3218,POWER_GRIP,0.942
252.50,0.0621,0.3954,0.2566,-0.3214,POWER_GRIP,0.942
253.00,0.1690,0.4122,0.2002,-0.3333,POWER_GRIP,0.942
253.50,0.2274,0.4010,0.1247,-0.3514,POWER_GRIP,0.942
254.00,0.2580,0.3894,0.1436,-0.3500,POWER_GRIP,0.942
254.50,0.2239,0.3750,0.0507,-0.3884,POWER_GRIP,0.942
255.00,0.2609,0.4030,0.0171,-0.3892,POWER_GRIP,0.942
255.50,0.2995,0.4129,-0.0066,-0.3552,POWER_GRIP,0.942
256.00,0.3833,0.3663,-0.0941,-0.3514,POWER_GRIP,0.942
256.50,0.4123,0.3889,-0.0835,-0.3753,POWER_GRIP,0.942
257.00,0.4855,0.3276,-0.1518,-0.3405,POWER_GRIP,0.942
257.50,0.4719,0.3525,-0.1941,-0.3471,POWER_GRIP,0.942
258.00,0.5317,0.3208,-0.2013,-0.3322,POWER_GRIP,0.942
258.50,0.5417,0.2984,-0.2392,-0.3451,POWER_GRIP,0.942
259.00,0.6332,0.3100,-0.3075,-0.3263,POWER_GRIP,0.942
259.50,0.6212,0.2835,-0.3314,-0.2677,POWER_GRIP,0.942
260.00,0.5988,0.3000,-0.3966,-0.3005,POWER_GRIP,0.942
260.50,0.7225,0.2611,-0.4083,-0.2475,POWER_GRIP,0.942
261.00,0.6592,0.2145,-0.4066,-0.2502,POWER_GRIP,0.942
261.50,0.7318,0.2009,-0.4527,-0.1873,POWER_GRIP,0.942
262.00,0.7012,0.2108,-0.4563,-0.1834,POWER_GRIP,0.942
262.50,0.7927,0.2137,-0.5328,-0.1523,POWER_GRIP,0.942
263.00,0.8298,0.1640,-0.5321,-0.1182,POWER_GRIP,0.942
263.50,0.8248,0.1666,-0.5510,-0.0954,POWER_GRIP,0.942
264.00,0.8038,0.1464,-0.5087,-0.0399,POWER_GRIP,0.942
264.50,0.8394,0.1126,-0.5223,-0.0351,POWER_GRIP,0.942
265.00,0.8555,0.0676,-0.5656,0.0091,POWER_GRIP,0.942
265.50,0.7932,0.0866,-0.5254,0.0327,POWER_GRIP,0.942
266.00,0.8085,0.0248,-0.5624,0.0592,POWER_GRIP,0.942
266.50,0.8023,0.0352,-0.5029,0.0589,POWER_GRIP,0.942
267.00,0.8176,0.0070,-0.5346,0.1389,POWER_GRIP,0.942
267.50,0.8561,-0.0170,-0.5082,0.1533,POWER_GRIP,0.942
268.00,0.8940,-0.0669,-0.5248,0.1569,POWER_GRIP,0.942
268.50,0.8078,-0.0732,-0.4983,0.1795,POWER_GRIP,0.942
269.00,0.8609,-0.0999,-0.4277,0.2481,POWER_GRIP,0.942
269.50,0.8595,-0.1218,-0.4242,0.2192,POWER_GRIP,0.942
270.00,0.7675,-0.1124,-0.3750,0.2953,POWER_GRIP,0.942
270.50,0.7590,-0.1223,-0.3195,0.2784,POWER_GRIP,0.942
271.00,0.7624,-0.1689,-0.3298,0.3086,POWER_GRIP,0.942
271.50,0.7553,-0.1817,-0.2689,0.3332,POWER_GRIP,0.942
272.00,0.7863,-0.1926,-0.2489,0.3474,POWER_GRIP,0.942
272.50,0.6850,-0.2355,-0.1835,0.3369,POWER_GRIP,0.942
273.00,0.7223,-0.2292,-0.1629,0.3435,POWER_GRIP,0.942
273.50,0.6710,-0.2619,-0.0909,0.3705,POWER_GRIP,0.942
274.00,0.6541,-0.2859,-0.0860,0.3770,POWER_GRIP,0.942
274.50,0.6531,-0.2775,-0.0135,0.3765,POWER_GRIP,0.942
275.00,0.5595,-0.2925,-0.0011,0.3641,POWER_GRIP,0.942
275.50,0.5687,-0.3111,0.0366,0.3564,POWER_GRIP,0.942
276.00,0.5412,-0.3001,0.0598,0.3958,POWER_GRIP,0.942
276.50,0.5213,-0.3531,0.1331,0.3400,POWER_GRIP,0.942
277.00,0.4401,-0.3783,0.2049,0.3487,POWER_GRIP,0.942
277.50,0.4462,-0.3598,0.2597,0.3692,POWER_GRIP,0.942
278.00,0.4351,-0.3971,0.2357,0.3272,POWER_GRIP,0.942
278.50,0.3017,-0.3777,0.2932,0.2976,POWER_GRIP,0.942
279.00,0.2829,-0.4099,0.3680,0.2902,POWER_GRIP,0.942
279.50,0.2526,-0.4078,0.3372,0.2752,POWER_GRIP,0.942
280.00,0.2451,-0.4106,0.4076,0.2528,POWER_GRIP,0.942
280.50,0.1446,-0.4063,0.4697,0.2162,POWER_GRIP,0.942
281.00,0.1836,-0.4060,0.4645,0.2197,POWER_GRIP,0.942
281.50,0.1015,-0.4222,0.5077,0.2096,POWER_GRIP,0.942
282.00,0.0374,-0.4154,0.4936,0.1798,POWER_GRIP,0.942
282.50,-0.0110,-0.4413,0.5302,0.1570,POWER_GRIP,0.942
283.00,-0.0308,-0.4479,0.5664,0.0772,POWER_GRIP,0.942
283.50,-0.0468,-0.4106,0.5543,0.0958,POWER_GRIP,0.942
284.00,-0.0616,-0.4381,0.5325,0.0429,POWER_GRIP,0.942
284.50,-0.1260,-0.4329,0.5583,0.0011,POWER_GRIP,0.942
285.00,-0.1908,-0.4214,0.5582,-0.0437,POWER_GRIP,0.942
285.50,-0.2343,-0.4101,0.5219,-0.0433,POWER_GRIP,0.942
286.00,-0.2829,-0.4028,0.5256,-0.0597,POWER_GRIP,0.942
286.50,-0.2723,-0.4015,0.5374,-0.1000,POWER_GRIP,0.942
287.00,-0.3093,-0.3644,0.5236,-0.1437,POWER_GRIP,0.942
287.50,-0.4308,-0.3502,0.5127,-0.1546,POWER_GRIP,0.942
288.00,-0.3792,-0.3440,0.4408,-0.1871,POWER_GRIP,0.942
288.50,-0.5127,-0.3703,0.4819,-0.2312,POWER_GRIP,0.942
289.00,-0.5396,-0.3526,0.4084,-0.2201,POWER_GRIP,0.942
289.50,-0.5441,-0.3122,0.3792,-0.2632,POWER_GRIP,0.942
290.00,-0.5687,-0.3073,0.3468,-0.2615,POWER_GRIP,0.942
290.50,-0.6077,-0.3092,0.2961,-0.3155,POWER_GRIP,0.942
291.00,-0.6014,-0.2944,0.2905,-0.3155,POWER_GRIP,0.942
291.50,-0.6875,-0.2563,0.2952,-0.3458,POWER_GRIP,0.942
292.00,-0.6918,-0.2809,0.1961,-0.3352,POWER_GRIP,0.942
292.50,-0.7033,-0.2366,0.1677,-0.3457,POWER_GRIP,0.942
293.00,-0.7356,-0.2423,0.0952,-0.3877,POWER_GRIP,0.942
293.50,-0.7193,-0.2122,0.1102,-0.3646,POWER_GRIP,0.942
294.00,-0.7517,-0.1814,0.0787,-0.3762,POWER_GRIP,0.942
294.50,-0.7481,-0.1656,0.0232,-0.3949,POWER_GRIP,0.942
295.00,-0.7910,-0.1251,-0.0786,-0.4065,POWER_GRIP,0.942
295.50,-0.7749,-0.1387,-0.0877,-0.3842,POWER_GRIP,0.942
296.00,-0.8594,-0.1274,-0.0923,-0.3604,POWER_GRIP,0.942
296.50,-0.8780,-0.0931,-0.1615,-0.3632,POWER_GRIP,0.942
297.00,-0.8470,-0.0315,-0.2294,-0.3740,POWER_GRIP,0.942
297.50,-0.8358,-0.0572,-0.2650,-0.3213,POWER_GRIP,0.942
298.00,-0.8341,-0.0081,-0.2912,-0.3335,POWER_GRIP,0.942
298.50,-0.8832,0.0009,-0.3464,-0.3180,POWER_GRIP,0.942
299.00,-0.8662,0.0460,-0.3213,-0.2687,POWER_GRIP,0.942
299.50,-0.8100,0.0244,-0.4316,-0.2719,POWER_GRIP,0.942
300.00,-0.8839,0.0509,-0.4132,-0.2519,POWER_GRIP,0.942
300.50,-0.8156,0.0616,-0.4485,-0.2424,POWER_GRIP,0.942
301.00,-0.8130,0.0895,-0.5130,-0.2188,POWER_GRIP,0.942
301.50,-0.8480,0.1470,-0.5232,-0.1756,POWER_GRIP,0.942
302.00,-0.7803,0.1316,-0.5022,-0.1372,POWER_GRIP,0.942
302.50,-0.7672,0.1602,-0.5084,-0.1332,POWER_GRIP,0.942
303.00,-0.8062,0.2122,-0.5264,-0.0637,POWER_GRIP,0.942
303.50,-0.7539,0.2077,-0.5425,-0.0701,POWER_GRIP,0.942
304.00,-0.6877,0.2475,-0.5361,-0.0170,POWER_GRIP,0.942
304.50,-0.7327,0.2325,-0.5561,0.0087,POWER_GRIP,0.942
305.00,-0.6612,0.2593,-0.5240,0.0459,POWER_GRIP,0.942
305.50,-0.6952,0.2832,-0.5444,0.0890,POWER_GRIP,0.942
306.00,-0.6586,0.2903,-0.5322,0.0994,POWER_GRIP,0.942
306.50,-0.5584,0.2994,-0.4802,0.1068,POWER_GRIP,0.942
307.00,-0.5859,0.3450,-0.5236,0.1667,POWER_GRIP,0.942
307.50,-0.5255,0.3456,-0.5082,0.1721,POWER_GRIP,0.942
308.00,-0.4669,0.3582,-0.4697,0.1952,POWER_GRIP,0.942
308.50,-0.4670,0.3298,-0.3937,0.2121,POWER_GRIP,0.942
309.00,-0.4227,0.3527,-0.3784,0.2852,POWER_GRIP,0.942
309.50,-0.4183,0.3838,-0.3546,0.2765,POWER_GRIP,0.942
310.00,-0.3879,0.4043,-0.3335,0.2786,POWER_GRIP,0.942
310.50,-0.3151,0.4212,-0.3003,0.3292,POWER_GRIP,0.942
311.00,-0.2706,0.4159,-0.2580,0.3556,POWER_GRIP,0.942
311.50,-0.1880,0.4184,-0.1949,0.3300,POWER_GRIP,0.942
312.00,-0.1499,0.4032,-0.2178,0.3455,POWER_GRIP,0.942
312.50,-0.1113,0.4354,-0.1083,0.3532,POWER_GRIP,0.942
313.00,-0.1122,0.4268,-0.0983,0.3548,POWER_GRIP,0.942
313.50,-0.0284,0.4472,-0.0710,0.3577,POWER_GRIP,0.942
314.00,0.0331,0.4496,-0.0423,0.4039,POWER_GRIP,0.942
314.50,0.0566,0.3929,0.0365,0.3744,POWER_GRIP,0.942
315.00,0.0915,0.4318,0.0945,0.3518,POWER_GRIP,0.942
315.50,0.1595,0.4026,0.1454,0.3764,POWER_GRIP,0.942
316.00,0.1246,0.4042,0.1532,0.3891,POWER_GRIP,0.942
316.50,0.2336,0.4369,0.2387,0.3767,POWER_GRIP,0.942
317.00,0.2310,0.3964,0.2773,0.3615,POWER_GRIP,0.942
317.50,0.2737,0.4017,0.2878,0.3104,POWER_GRIP,0.942
318.00,0.3422,0.4191,0.2840,0.3071,POWER_GRIP,0.942
318.50,0.3208,0.3713,0.3487,0.2702,POWER_GRIP,0.942
319.00,0.4275,0.3888,0.4131,0.2650,POWER_GRIP,0.942
319.50,0.4439,0.3524,0.4463,0.2464,POWER_GRIP,0.942
320.00,0.4460,0.3702,0.4027,0.2429,POWER_GRIP,0.942
320.50,0.4894,0.3616,0.4703,0.1805,POWER_GRIP,0.942
321.00,0.5477,0.3474,0.5285,0.1948,POWER_GRIP,0.942
321.50,0.5313,0.3258,0.5416,0.1509,POWER_GRIP,0.942
322.00,0.6427,0.2994,0.4862,0.1354,POWER_GRIP,0.942
322.50,0.5893,0.3092,0.5067,0.0923,POWER_GRIP,0.942
323.00,0.6887,0.2717,0.5321,0.0339,POWER_GRIP,0.942
323.50,0.7044,0.2659,0.5477,0.0244,POWER_GRIP,0.942
324.00,0.6857,0.2048,0.5668,0.0070,POWER_GRIP,0.942
324.50,0.7544,0.2440,0.5333,-0.0417,POWER_GRIP,0.942
325.00,0.7589,0.2205,0.5656,-0.0798,POWER_GRIP,0.942
325.50,0.8047,0.1932,0.5405,-0.0696,POWER_GRIP,0.942
326.00,0.7764,0.1343,0.5105,-0.1377,POWER_GRIP,0.942
326.50,0.8084,0.1565,0.5230,-0.1524,POWER_GRIP,0.942
327.00,0.8510,0.1079,0.5038,-0.1701,POWER_GRIP,0.942
327.50,0.8609,0.0850,0.4296,-0.2313,POWER_GRIP,0.942
328.00,0.7896,0.0760,0.4098,-0.2188,POWER_GRIP,0.942
328.50,0.8277,0.0770,0.4076,-0.2456,POWER_GRIP,0.942
329.00,0.8334,0.0254,0.3615,-0.2609,POWER_GRIP,0.942
329.50,0.8743,-0.0014,0.3831,-0.2907,POWER_GRIP,0.942
330.00,0.8981,0.0080,0.3375,-0.3293,POWER_GRIP,0.942
330.50,0.8593,0.0022,0.2795,-0.3005,POWER_GRIP,0.942
331.00,0.8186,-0.0245,0.2459,-0.3255,POWER_GRIP,0.942
331.50,0.8733,-0.0607,0.2275,-0.3633,POWER_GRIP,0.942
332.00,0.8280,-0.0620,0.1198,-0.3690,POWER_GRIP,0.942
332.50,0.8457,-0.1022,0.0834,-0.3491,POWER_GRIP,0.942
333.00,0.8279,-0.1351,0.0845,-0.3719,POWER_GRIP,0.942
333.50,0.7505,-0.1683,0.0434,-0.3572,POWER_GRIP,0.942
334.00,0.8168,-0.1433,0.0161,-0.3728,POWER_GRIP,0.942
334.50,0.7643,-0.1725,-0.0705,-0.3953,POWER_GRIP,0.942
335.00,0.7049,-0.2013,-0.1299,-0.3903,POWER_GRIP,0.942
335.50,0.7367,-0.2484,-0.1840,-0.3950,POWER_GRIP,0.942
336.00,0.7013,-0.2225,-0.2090,-0.3667,POWER_GRIP,0.942
336.50,0.7020,-0.2625,-0.2690,-0.3540,POWER_GRIP,0.942
337.00,0.6204,-0.2939,-0.2609,-0.3487,POWER_GRIP,0.942
337.50,0.5963,-0.3144,-0.3119,-0.3421,POWER_GRIP,0.942
338.00,0.5847,-0.3232,-0.3577,-0.3262,POWER_GRIP,0.942
338.50,0.5610,-0.3234,-0.3954,-0.2882,POWER_GRIP,0.942
339.00,0.5274,-0.3488,-0.4303,-0.2828,POWER_GRIP,0.942
339.50,0.5256,-0.3587,-0.4254,-0.2169,POWER_GRIP,0.942
340.00,0.4454,-0.3575,-0.4651,-0.1915,POWER_GRIP,0.942
340.50,0.3679,-0.3500,-0.5147,-0.2007,POWER_GRIP,0.942
341.00,0.3809,-0.3862,-0.4909,-0.1379,POWER_GRIP,0.942
341.50,0.3839,-0.3619,-0.5496,-0.1278,POWER_GRIP,0.942
342.00,0.3412,-0.4114,-0.4952,-0.0817,POWER_GRIP,0.942
342.50,0.2463,-0.4267,-0.5429,-0.0848,POWER_GRIP,0.942
343.00,0.1758,-0.3802,-0.5089,-0.0504,POWER_GRIP,0.942
343.50,0.1916,-0.3898,-0.5293,-0.0168,POWER_GRIP,0.942
344.00,0.1195,-0.3948,-0.5886,0.0077,POWER_GRIP,0.942
344.50,0.0846,-0.4155,-0.5648,0.0465,POWER_GRIP,0.942
345.00,0.0317,-0.4051,-0.5119,0.0554,POWER_GRIP,0.942
345.50,-0.0300,-0.4420,-0.5638,0.1391,POWER_GRIP,0.942
346.00,-0.0805,-0.3922,-0.5108,0.1705,POWER_GRIP,0.942
346.50,-0.1260,-0.3894,-0.4542,0.1959,POWER_GRIP,0.942
347.00,-0.1556,-0.3982,-0.5056,0.1728,POWER_GRIP,0.942
347.50,-0.1904,-0.4116,-0.4412,0.2078,POWER_GRIP,0.942
348.00,-0.1872,-0.3982,-0.3818,0.2373,POWER_GRIP,0.942
348.50,-0.2422,-0.3861,-0.4039,0.2575,POWER_GRIP,0.942
349.00,-0.2681,-0.4088,-0.3811,0.2947,POWER_GRIP,0.942
349.50,-0.2833,-0.4061,-0.2881,0.3151,POWER_GRIP,0.942
350.00,-0.3964,-0.3582,-0.2750,0.3165,POWER_GRIP,0.942
350.50,-0.3639,-0.3744,-0.2249,0.3645,POWER_GRIP,0.942
351.00,-0.4060,-0.3838,-0.2237,0.3456,POWER_GRIP,0.942
351.50,-0.4789,-0.3289,-0.2015,0.3821,POWER_GRIP,0.942
352.00,-0.5405,-0.3155,-0.0998,0.3483,POWER_GRIP,0.942
352.50,-0.5265,-0.3182,-0.0548,0.4014,POWER_GRIP,0.942
353.00,-0.5604,-0.3284,-0.0340,0.3713,POWER_GRIP,0.942
353.50,-0.6294,-0.2687,-0.0152,0.3964,POWER_GRIP,0.942
354.00,-0.6406,-0.2620,0.0882,0.3960,POWER_GRIP,0.942
354.50,-0.7004,-0.2560,0.0964,0.3755,POWER_GRIP,0.942
355.00,-0.6829,-0.2295,0.1323,0.3647,POWER_GRIP,0.942
355.50,-0.7504,-0.2456,0.2072,0.3772,POWER_GRIP,0.942
356.00,-0.7580,-0.2073,0.2004,0.3210,POWER_GRIP,0.942
356.50,-0.7273,-0.2082,0.2421,0.3146,POWER_GRIP,0.942
357.00,-0.8085,-0.1818,0.2882,0.3087,POWER_GRIP,0.942
357.50,-0.7720,-0.1365,0.2945,0.2952,POWER_GRIP,0.942
358.00,-0.7603,-0.1520,0.3934,0.3078,POWER_GRIP,0.942
358.50,-0.7685,-0.1338,0.3732,0.2386,POWER_GRIP,0.942
359.00,-0.8222,-0.1030,0.3902,0.2341,POWER_GRIP,0.942
359.50,-0.8415,-0.0792,0.4205,0.2098,POWER_GRIP,0.942
360.00,-0.8280,-0.0625,0.4469,0.1617,POWER_GRIP,0.942
360.50,-0.8760,-0.0268,0.4731,0.1345,POWER_GRIP,0.942
361.00,-0.7997,-0.0262,0.5232,0.1347,POWER_GRIP,0.942
361.50,-0.8523,0.0160,0.5588,0.1021,POWER_GRIP,0.942
362.00,-0.7990,0.0485,0.5782,0.0657,POWER_GRIP,0.942
362.50,-0.8427,0.0702,0.5259,0.0157,POWER_GRIP,0.942
363.00,-0.8476,0.0738,0.5683,0.0356,POWER_GRIP,0.942
